TaskQLat.      PRRQLat.       TaskQLen       
0.000282       -1.54409e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
1.2e-05        -1.54412e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
5e-06          -1.54412e+09   1              
9e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5e-05          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
4.9e-05        -1.54412e+09   1              
4e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4.8e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
4.8e-05        -1.54412e+09   1              
9e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4.9e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.015999       -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
5e-06          -1.54412e+09   1              
0.048153       -1.54412e+09   5              
1e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.003941       -1.54412e+09   6              
4e-06          -1.54412e+09   1              
4.4e-05        -1.54412e+09   2              
5.1e-05        -1.54412e+09   1              
0.008767       -1.54412e+09   2              
5e-06          -1.54412e+09   1              
0.006641       -1.54412e+09   8              
0.004075       -1.54412e+09   3              
4.2e-05        -1.54412e+09   2              
0.002684       -1.54412e+09   9              
7.7e-05        -1.54412e+09   2              
0.000113       -1.54412e+09   3              
0.000486       -1.54412e+09   11             
2e-06          -1.54412e+09   1              
4.1e-05        -1.54412e+09   1              
1e-06          -1.54412e+09   1              
0.016039       -1.54412e+09   2              
0.008444       -1.54412e+09   9              
0.016074       -1.54412e+09   3              
0.012161       -1.54412e+09   4              
0.031998       -1.54412e+09   1              
0.008202       -1.54412e+09   5              
0.060044       -1.54412e+09   2              
0.005716       -1.54412e+09   6              
0.005          -1.54412e+09   7              
0.040242       -1.54412e+09   6              
0.00431        -1.54412e+09   8              
0.008286       -1.54412e+09   7              
0.000355       -1.54412e+09   8              
0.036017       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
0.014582       -1.54412e+09   5              
3.6e-05        -1.54412e+09   1              
0.012092       -1.54412e+09   2              
0.00803        -1.54412e+09   1              
0.047997       -1.54412e+09   1              
0.008071       -1.54412e+09   2              
0.064068       -1.54412e+09   2              
0.00412        -1.54412e+09   4              
0.004035       -1.54412e+09   5              
0.032113       -1.54412e+09   3              
0.000259       -1.54412e+09   7              
0.01614        -1.54412e+09   3              
0.007995       -1.54412e+09   1              
0.000294       -1.54412e+09   8              
0.011999       -1.54412e+09   1              
0.00033        -1.54412e+09   9              
2e-06          -1.54412e+09   1              
0.004024       -1.54412e+09   3              
2e-06          -1.54412e+09   1              
0.008739       -1.54412e+09   1              
0.005535       -1.54412e+09   3              
0.008039       -1.54412e+09   3              
0.005572       -1.54412e+09   4              
0.005608       -1.54412e+09   5              
8.2e-05        -1.54412e+09   2              
8.8e-05        -1.54412e+09   3              
0.001659       -1.54412e+09   6              
3e-06          -1.54412e+09   1              
0.000357       -1.54412e+09   7              
2e-06          -1.54412e+09   1              
0.019508       -1.54412e+09   1              
0.012033       -1.54412e+09   1              
0.018368       -1.54412e+09   2              
0.018455       -1.54412e+09   3              
0.004036       -1.54412e+09   2              
0.018489       -1.54412e+09   4              
0.011993       -1.54412e+09   1              
0.015442       -1.54412e+09   5              
