Avg.WorkLoad   NumPRRs        Avg.WorkLoad   NumPRRs        Avg.WorkLoad   NumPRRs        
-nan           1              -nan           1              -nan           1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0.000946203    1              0              1              0              1              
0.000946203    1              0              1              0              1              
-0.000114      1              0              1              0              1              
-0.00019       1              0.0024848      1              0              1              
-0.0002356     1              0.0074544      1              0.020679       1              
-0.000304      1              0.012424       1              0.10341        1              
-0.0003952     1              0.0149088      1              0.10341        1              
-0.0004712     1              0.0273328      1              0.10341        1              
-0.000551      1              0.037272       1              0.10341        1              
-0.000802816   1              0.0445917      1              0.082728       1              
2.17983        1              0.207933       1              0              1              
2.46665        1              0.207933       1              0              1              
2.75347        1              0.207933       1              0              1              
2.9944         1              0.263382       1              0              1              
3.26975        1              0.277244       1              0              1              
3.26975        1              0.277244       1              0              1              
3.55657        1              0.207933       1              0              1              
3.78602        1              0.277244       1              0              1              
3.94664        1              0.429728       1              0              1              
4.10726        1              0.582212       1              0              1              
4.35966        1              0.623799       1              0              1              
0.9608         1              0.623799       1              0              1              
1.02085        1              0.623799       1              0              1              
1.0761         1              0.651523       1              0              1              
1.10252        1              0.867087       1              0              1              
1.10252        1              0.867087       1              0              1              
1.10492        1              1.28849        1              0.124092       1              
4.09448        1              1.78705        1              0.289548       1              
12.9512        1              2.27974        1              0.392958       1              
12.9512        1              2.79591        1              0.41364        1              
12.3326        1              3.33358        1              0.41364        1              
10.3358        1              3.87126        1              0.41364        1              
10.3358        1              4.75564        1              1.30614        1              
10.3358        1              4.75564        1              1.30614        1              
10.3358        1              4.75564        1              1.30614        1              
10.3358        1              5.3501         1              1.30614        1              
10.3358        1              5.94455        1              1.30614        1              
10.3358        1              5.94455        1              1.30614        1              
10.3358        1              5.94455        1              1.30614        1              
13.5489        1              6.73413        1              1.74152        1              
13.5489        1              7.21695        1              2.26398        1              
15.4885        1              10.5469        1              2.61228        1              
7.53119        1              11.1094        1              3.39596        1              
3.75372        1              11.8476        1              3.74427        1              
3.75372        1              11.8476        1              3.74427        1              
3.46546        1              10.5241        1              4.3538         1              
5.31566        1              11.2759        1              4.3538         1              
6.14559        1              12.0276        1              4.3538         1              
6.56744        1              11.0409        1              4.3538         1              
9.09418        1              11.2326        1              4.61503        1              
9.09418        1              11.2326        1              4.61503        1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
7.24897        1              14.0577        1              9.5272         1              
4.62529        1              12.8328        1              20.1648        1              
4.62529        1              12.8328        1              20.1648        1              
4.62529        1              12.8328        1              20.1648        1              
6.06089        1              10.8567        1              20.8797        1              
6.06089        1              10.8567        1              20.8797        1              
6.85386        1              8.27217        1              19.751         1              
4.16145        1              8.15466        1              23.4086        1              
4.25007        1              8.12154        1              27.7471        1              
4.25007        1              8.12154        1              27.7471        1              
4.25007        1              8.12154        1              27.7471        1              
4.25007        1              8.12154        1              27.7471        1              
6.02845        1              11.8929        1              32.155         1              
6.02845        1              11.8929        1              32.155         1              
3.82327        1              5.57944        1              36.0764        1              
3.82327        1              5.57944        1              36.0764        1              
3.29115        1              8.38468        1              56.2629        1              
3.57029        1              9.12058        1              45.2394        1              
3.57029        1              9.12058        1              45.2394        1              
3.34356        1              7.25548        1              45.4386        1              
1.90994        1              6.20148        1              56.4778        1              
1.90994        1              6.20148        1              56.4778        1              
1.90994        1              6.20148        1              56.4778        1              
1.90994        1              6.20148        1              56.4778        1              
1.0645         1              4.9375         1              73.1378        1              
1.0645         1              4.9375         1              73.1378        1              
1.0645         1              4.9375         1              73.1378        1              
1.0645         1              4.9375         1              73.1378        1              
0.451012       1              6.39423        1              78.5958        1              
0.451012       1              6.39423        1              78.5958        1              
0.451012       1              6.39423        1              78.5958        1              
0.228194       1              6.17722        1              87.8367        1              
0.228194       1              6.17722        1              87.8367        1              
0.228194       1              6.17722        1              87.8367        1              
0.228194       1              6.17722        1              87.8367        1              
0.228194       1              6.17722        1              87.8367        1              
0              1              4.19695        1              38.4586        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
0              1              2.54582        1              52.8266        1              
