TaskQLat.      PRRQLat.       TaksQlen       
3e-06          1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
2.2e-05        0              1              
TaskQLat.      PRRQLat.       TaksQlen       
9e-06          0              1              
1.6e-05        0              1              
7.2e-05        0              1              
1e-06          0              1              
9e-06          0              1              
1.3e-05        0              1              
5e-06          0              1              
5.6e-05        1e-06          1              
9e-06          0              1              
5e-06          0              1              
8e-06          0              1              
1.3e-05        0              1              
5.1e-05        0              1              
2e-06          0              1              
3e-06          0              1              
3e-06          0              1              
2e-06          0              1              
5e-05          0              1              
2e-06          0              1              
3e-06          0              1              
3e-06          0              1              
2e-06          1e-06          1              
5e-05          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
0.020464       0              11             
0.020471       0              12             
0.001033       0              21             
0.004006       0              1              
0.031992       0              1              
0.024102       0              4              
0.032084       0              2              
0.00411        0              3              
0.004063       0              2              
0.02011        0              3              
4.6e-05        0              2              
0.020008       0              2              
0.068003       0              2              
0.032724       0              1              
0.011963       0              1              
0.016759       0              2              
0.016173       0              5              
0.03997        0              1              
0.004054       0              3              
0.027965       0              1              
0.019968       0              2              
0.016147       0              4              
0.012045       0              3              
0.028178       0              6              
0.012138       0              4              
0.016139       0              4              
0.035971       0              1              
0.04804        0              3              
0.054869       0              2              
0.019982       0              1              
0.008021       0              2              
0.032031       0              1              
0.012107       0              2              
0.048015       0              1              
6.1e-05        0              1              
0.008011       0              1              
0.04402        0              1              
0.024005       0              1              
0.004053       1e-06          3              
0.020058       1e-06          2              
2e-06          0              1              
0.047995       0              1              
0.003966       0              1              
0.039966       0              1              
0.004084       0              2              
0.015959       0              1              
0.031963       0              1              
0.045678       0              1              
0.020011       0              1              
0.008113       0              2              
0.048012       1e-06          1              
0.000127       0              2              
0.023966       0              1              
0.019993       0              2              
0.011909       0              1              
0.035947       0              1              
0.019963       0              2              
0.011949       0              1              
0.004004       0              2              
0.011953       0              1              
0.008023       0              1              
0.000116       0              2              
0.024033       0              1              
0.035957       0              1              
0.024009       0              2              
0.015957       1e-06          1              
0.011985       0              2              
0.031945       0              1              
0.01616        1e-06          4              
0.019958       0              1              
0.052021       0              2              
0.034461       0              1              
0.035969       0              1              
3e-06          0              1              
2.1e-05        0              2              
0.031953       0              1              
2e-06          0              1              
0.007971       0              1              
2e-06          0              1              
0.031954       0              1              
3e-06          0              1              
0.027967       0              1              
1e-05          0              1              
0.016          0              2              
0.027998       0              1              
0.03197        1e-06          1              
0.007983       0              2              
3.3e-05        0              2              
0.028011       0              2              
0.023968       0              1              
0.032031       0              1              
0.016095       0              2              
0.004013       0              1              
0.024013       0              1              
0.0121         0              2              
0.004238       0              1              
0.024259       0              1              
0.016077       0              2              
0.01997        0              1              
0.03202        0              2              
0.007996       0              1              
0.019952       0              1              
0.003966       0              2              
0.019971       0              1              
0.004042       0              1              
0.004066       0              2              
0.023974       0              1              
0.023963       0              1              
0.023979       0              2              
0.00807        0              2              
3e-06          0              1              
0.027966       0              1              
0.003959       0              1              
2e-06          0              1              
0.011966       0              1              
0.007967       1e-06          1              
0.026349       0              1              
0.007968       0              2              
0.007971       0              1              
0.019955       0              1              
0.023954       0              1              
0.015986       0              2              
0.020081       0              2              
0.024031       0              1              
6e-05          0              1              
0.020016       0              1              
0.008099       0              2              
0.018797       0              1              
0.024026       0              1              
2e-06          0              1              
0.015965       0              1              
0.019978       0              1              
0.019972       0              2              
2e-06          0              1              
0.035965       0              1              
0.023967       0              1              
0.011987       0              2              
3e-06          0              1              
1.6e-05        0              1              
0.016493       0              2              
0.010775       0              1              
0.011958       0              1              
0.019975       0              1              
0.007984       0              2              
0.016018       0              2              
0.004063       0              4              
0.003946       0              1              
7.4e-05        0              2              
0.023972       0              1              
0.03597        0              1              
0.007968       1e-06          1              
0.035959       0              1              
0.011984       0              2              
0.031943       0              1              
0.004027       0              1              
0.016009       0              1              
3e-06          0              1              
0.039964       0              1              
0.015959       1e-06          1              
3e-06          0              1              
2e-06          0              1              
0.023957       0              1              
0.024019       0              1              
0.004086       1e-06          2              
0.012015       0              1              
0.03197        0              1              
1.4e-05        0              1              
0.015955       0              1              
7.8e-05        0              2              
0.039244       0              1              
0.039967       0              1              
0.008015       0              2              
0.027955       0              1              
0.015665       0              1              
0.019991       0              1              
0.023958       0              1              
0.003966       0              1              
0.007959       0              1              
0.023969       0              1              
0.008025       0              1              
0.011969       0              1              
0.019949       0              1              
0.007884       0              1              
0.007964       0              1              
0.02397        0              1              
0.019953       0              1              
3e-06          0              1              
6e-05          0              1              
0.015961       1e-06          1              
0.008016       0              2              
0.015988       0              1              
0.003966       0              1              
0.036019       0              1              
0.020015       0              1              
0.016065       0              2              
0.012007       0              1              
0.032016       0              1              
0.024015       0              1              
0.020014       0              1              
0.02           0              1              
0.012025       0              1              
0.008018       0              1              
0.016019       0              1              
0.020025       0              1              
0.020027       0              1              
0.016          0              1              
8.6e-05        0              1              
0.00805        0              1              
6.4e-05        0              1              
6.3e-05        0              1              
8e-05          0              1              
0.008033       0              1              
0.008017       0              1              
0.028052       0              1              
0.028002       0              1              
0.004011       1e-06          1              
0.012043       0              1              
0.012026       0              1              
6.4e-05        0              1              
0.012033       0              1              
0.004027       0              1              
0.00802        0              1              
0.027871       0              1              
0.008016       0              1              
0.028029       0              1              
0.008031       0              1              
7.3e-05        0              1              
0.016023       0              1              
0.020016       0              1              
0.01602        0              1              
0.020006       0              1              
0.004033       0              1              
0.028016       0              1              
0.00805        0              1              
8e-05          0              1              
0.01203        0              1              
0.020037       0              1              
0.024025       0              1              
0.020012       0              1              
0.016042       0              1              
0.004021       0              1              
0.008036       0              1              
6.8e-05        0              1              
6.9e-05        1e-06          1              
0.020031       0              1              
0.008007       0              1              
6.8e-05        0              1              
6.4e-05        0              1              
6.4e-05        0              1              
6.4e-05        0              1              
0.004004       0              1              
0.016016       0              1              
0.00404        0              1              
0.008023       0              1              
0.004003       0              1              
0.012015       0              1              
6.7e-05        0              1              
6e-05          0              1              
9.6e-05        0              1              
0.008021       0              1              
6e-05          0              1              
5.9e-05        0              1              
0.012015       0              1              
0.024003       0              1              
0.012022       0              1              
6.1e-05        0              1              
5.8e-05        0              1              
5.6e-05        0              1              
5.7e-05        0              1              
6.4e-05        0              1              
6.1e-05        0              1              
5.9e-05        0              1              
5.6e-05        0              1              
0.007992       0              1              
0.016019       0              1              
5.6e-05        0              1              
5.7e-05        0              1              
0.001602       0              1              
8.4e-05        0              1              
8.1e-05        0              1              
6.3e-05        0              1              
5.7e-05        0              1              
6.1e-05        0              1              
9e-05          0              1              
7.1e-05        0              1              
6.3e-05        0              1              
