TaskQLat.      PRRQLat.       TaksQlen       
1e-05          0              1              
TaskQLat.      PRRQLat.       TaksQlen       
1.2e-05        0              1              
TaskQLat.      PRRQLat.       TaksQlen       
1e-06          1e-06          1              
2e-06          0              1              
7.6e-05        0              1              
6e-06          0              1              
9e-06          0              1              
1.1e-05        0              1              
5e-06          0              1              
5.6e-05        0              1              
1e-05          0              1              
6e-06          0              1              
9e-06          0              1              
1.2e-05        0              1              
5.2e-05        0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.6e-05        1e-06          1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.9e-05        0              1              
5.3e-05        0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
8.5e-05        0              1              
7.8e-05        0              1              
2e-06          0              1              
2e-06          1e-06          1              
0.00027        0              6              
0.036089       0              7              
0.008237       0              24             
0.000829       1e-06          18             
0.000236       0              2              
5.3e-05        0              1              
0.012101       0              2              
0.036068       0              3              
0.014181       0              9              
0.012032       0              2              
2e-06          0              1              
0.019951       0              1              
0.004104       1e-06          4              
0.019973       0              1              
0.004074       0              2              
0.028003       0              1              
0.020091       0              2              
0.011996       0              2              
0.012072       0              2              
0.008124       0              4              
5.6e-05        0              1              
0.027954       0              1              
0.023977       0              2              
0.015955       0              1              
0.023959       0              1              
0.011989       0              2              
0.019967       0              1              
0.012037       0              3              
0.012005       0              2              
0.024096       0              3              
0.008058       0              3              
0.031951       0              1              
0.015959       0              1              
0.011971       1e-06          1              
0.007965       0              2              
0.023986       0              1              
0.00797        0              1              
0.011979       1e-06          1              
0.007955       0              1              
4e-06          0              1              
0.019999       0              1              
0.019953       0              1              
0.003977       0              2              
0.048076       0              2              
0.012026       0              1              
0.004084       0              2              
0.027965       0              2              
0.027977       0              1              
0.019976       0              1              
0.031958       0              1              
0.007955       0              1              
0.023968       0              1              
0.015975       0              2              
0.032034       0              1              
0.032085       0              2              
0.012014       0              1              
0.020018       0              1              
0.016009       0              1              
0.008043       0              1              
0.032016       0              1              
0.024029       0              1              
0.01203        0              1              
3.3e-05        0              1              
0.02437        0              1              
0.028012       0              1              
0.008077       0              2              
0.004042       0              2              
0.031971       0              1              
0.02003        1e-06          2              
0.019959       0              1              
0.011979       0              2              
0.023977       0              1              
0.023968       0              1              
2e-06          0              1              
0.011969       0              1              
0.015969       0              1              
0.004012       0              1              
0.028052       0              1              
2e-06          0              1              
0.023977       0              1              
0.012026       0              2              
0.031957       0              1              
0.031966       0              1              
0.011972       0              1              
0.027946       0              1              
0.011986       0              2              
0.027965       0              1              
0.023967       0              1              
0.011963       0              1              
0.01996        0              1              
0.027977       0              2              
0.031964       0              1              
0.027996       0              1              
0.051952       0              1              
0.027046       0              3              
0.04956        0              1              
0.007992       0              2              
0.039807       0              1              
0.016046       0              3              
0.019937       0              1              
0.007971       0              1              
0.027968       0              1              
0.031949       0              1              
0.023954       0              1              
0.000139       0              3              
0.008024       0              2              
0.016018       0              1              
0.028076       0              1              
0.028035       1e-06          1              
0.014427       0              2              
0.028023       1e-06          1              
0.000139       0              2              
0.02805        0              1              
0.012211       0              1              
6.7e-05        0              2              
0.012004       0              1              
0.009513       0              2              
