getDevice      getProgram     runProgram     
0.740087       26.465         75.5198        
1.44003        24.9782        75.0826        
1.74003        24.3403        75.4824        
0.437094       26.8755        75.4461        
0.848012       26.4445        75.4545        
1.10803        25.0321        75.4829        
0.556745       26.4858        75.5212        
1.93603        23.8364        75.4866        
1.54403        24.7562        75.423         
3.41203        22.4175        75.4537        
0.396023       25.8535        75.4538        
1.89605        24.2276        75.0438        
1.95613        23.7234        75.4601        
1.51614        24.4217        75.4378        
3.58818        21.6578        75.41          
1.74007        24.2563        75.4395        
0.404033       25.8065        75.4535        
0.883997       26.6472        75.1656        
0.135113       27.4016        75.4665        
3.58409        21.6409        75.4472        
2.61203        23.173         75.4899        
0.648017       25.4525        75.4878        
1.02009        26.117         75.5234        
3.96005        21.5342        75.3861        
1.96003        23.9574        75.523         
1.32404        24.7536        75.4948        
1.35756        24.9438        75.4169        
1.756          24.1854        75.5234        
0.688028       25.7132        75.207         
3.61258        21.575         75.474         
0.520011       26.749         75.4921        
1.79202        24.3656        75.4676        
1.89199        23.9401        75.4891        
0.660009       26.6306        75.4748        
1.14804        25.1225        75.4111        
0.488001       26.7046        75.489         
3.92002        21.4697        75.4559        
0.784077       25.3475        75.4263        
1.02803        26.1926        75.4491        
1.17204        25.8346        75.4633        
1.02805        26.065         75.5249        
0.67605        25.5933        75.3997        
1.52004        24.3641        75.4858        
2.46398        23.4414        75.4561        
0.200074       27.4194        75.4625        
3.47202        22.372         75.4861        
1.13607        25.8879        75.4623        
1.45204        24.7745        75.4757        
1.02419        26.2098        75.4125        
0.032644       27.6085        75.4499        
3.51203        22.3766        75.4858        
0.224055       27.4156        75.4347        
0.172074       27.424         75.4864        
0.044054       27.6126        75.4339        
1.12402        26.0089        75.5257        
0.053897       27.6218        75.4128        
1.53603        24.4404        75.4343        
0.556114       26.6255        75.4973        
0.704012       26.5767        75.4938        
0.160174       27.4356        75.4624        
1.44807        24.5526        75.4582        
1.01232        26.0353        75.4636        
0.860039       25.4697        75.4413        
3.50404        22.4294        75.4576        
0.468008       26.881         75.4141        
0.392056       25.8936        75.4135        
3.4592         21.7608        75.4503        
1.4881         24.6513        75.4197        
1.14003        25.1509        75.4445        
0.91602        26.2608        75.4866        
1.14402        26.0479        75.4627        
0.188036       27.1165        75.487         
0.58012        25.4724        75.4352        
3.4672         21.7505        75.4572        
3.45522        21.7629        75.4448        
0.024237       27.5597        75.5158        
1.22803        24.9412        75.4947        
1.74806        24.2266        75.4772        
3.44801        22.3962        75.4518        
1.33603        25.8373        75.4338        
1.75603        24.4524        75.4958        
0.480013       26.7473        75.4529        
1.31202        24.7938        75.5264        
3.35604        22.4025        75.4667        
1.08406        26.0713        75.4661        
1.21201        25.02          75.5214        
1.09599        26.0868        75.5403        
1.12402        25.1274        75.4784        
1.36802        24.8496        75.5403        
1.14804        25.0375        75.5154        
0.711978       26.492         75.5769        
1.47202        24.5854        75.5835        
1.69205        24.364         75.573         
0.040012       27.5297        75.5852        
3.42803        22.3629        75.5241        
1.82005        23.9333        75.5099        
1.32404        24.8367        75.5306        
1.35203        24.8378        75.5856        
0.783988       26.4969        75.4878        
1.19204        25.8098        75.5871        
1.31202        24.8616        75.5876        
2.42004        23.4854        75.5479        
3.44402        21.7403        75.4971        
0.044018       27.5916        75.5138        
3.62802        21.4618        75.5876        
1.87294        23.8856        75.587         
1.66009        24.3425        75.5274        
0.639969       26.5122        75.5538        
0.052014       27.5484        75.5577        
0.652501       26.5126        75.5216        
3.42003        22.3417        75.5885        
1.79602        23.8776        75.5885        
1.52804        24.4694        75.5602        
1.97602        23.8925        75.498         
3.45202        22.3815        75.5332        
1.34403        25.765         75.5898        
1.00818        26.1015        75.5893        
1.19602        25.8634        75.4836        
1.90005        23.0213        75.5578        
0.184052       27.0846        75.5906        
0.644534       26.5687        75.5545        
1.26802        25.6815        75.562         
0.63266        26.397         75.5905        
1.95606        23.4034        75.5282        
0.644022       25.4673        75.5283        
0.384025       25.4923        75.5554        
1.78808        23.876         75.5799        
0.199006       27.3614        75.5904        
1.28799        25.8335        75.5625        
1.76802        24.1926        75.5546        
1.82402        23.8734        75.5907        
1.67208        24.4097        75.5905        
0.632142       26.6789        75.5009        
0.888037       25.333         75.5033        
0.648026       25.2372        75.5592        
1.17201        25.8644        75.5401        
1.27604        24.9572        75.4995        
1.56002        24.3659        75.5908        
0.732019       26.4316        75.5892        
0.64008        26.6132        75.5075        
0.040066       27.5415        75.5635        
1.0587         26.0973        75.581         
1.06401        26.1566        75.5085        
1.148          26.1772        75.5001        
29.0289        3.1e-05        72.3364        
0.027379       27.6495        75.4798        
0.388051       25.7981        75.5435        
1.45211        24.7311        75.5299        
0.600012       25.4146        75.523         
1.18008        25.0338        75.5919        
0.688008       26.6001        75.5538        
1.91205        23.1004        75.2696        
0.664027       25.6759        75.5016        
0.046829       27.6222        75.4874        
1.76403        24.1657        75.5925        
3.43602        22.3944        75.5358        
1.93202        23.7535        75.5247        
0.628066       26.6563        75.5261        
1.54817        24.3454        75.5931        
2.50003        22.5969        75.5617        
1.09201        25.9175        75.5171        
1.65602        24.436         75.5864        
1.60002        24.512         75.5867        
3.41602        22.3217        75.6506        
1.33604        25.7195        75.5888        
0.664013       26.6048        75.6198        
3.70017        21.5499        75.6509        
1.63202        24.5101        75.6229        
1.80402        23.9976        75.6234        
0.91205        26.4128        75.5523        
0.711998       26.88          75.2972        
1.66805        24.36          75.6132        
3.48727        21.7529        75.5685        
2.56404        23.2883        75.6011        
0.648098       26.6367        75.6168        
0.664032       25.2835        75.652         
1.56404        24.5637        75.59          
1.53219        24.3809        75.5682        
0.736103       26.3611        75.6207        
0.041271       27.5838        75.5898        
3.48414        21.6684        75.5695        
0.908024       26.3278        75.6242        
1.11601        26.1964        75.5775        
3.44404        22.3407        75.5975        
1.0201         26.1095        75.6558        
1.48409        24.944         75.3094        
1.2883         25.8298        75.6644        
0.668019       26.6089        75.6339        
1.02405        26.115         75.6159        
3.38802        22.3531        75.6337        
0.368039       26.8593        75.604         
0.640174       26.5762        75.6311        
3.46802        21.7509        75.5688        
0.648068       25.3199        75.6159        
0.728019       26.4728        75.6673        
0.78402        26.3774        75.6667        
3.58328        21.6544        75.5861        
1.17605        24.7601        75.5857        
1.0922         26.1555        75.6057        
0.200078       27.0929        75.6388        
1.34402        25.3442        75.6043        
1.46805        24.4865        75.6206        
1.11602        26.0758        75.5891        
3.45203        21.7988        75.5665        
