TaskQLat.      PRRQLat.       TaksQlen       
5e-06          1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
2.9e-05        1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
2e-06          2e-06          1              
2e-06          0              1              
1.8e-05        0              1              
5e-06          0              1              
1e-05          0              1              
1.3e-05        0              1              
5e-06          0              1              
6.3e-05        0              1              
1.2e-05        0              1              
6e-06          0              1              
1.1e-05        0              1              
1.8e-05        0              1              
6e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.5e-05        0              1              
3e-06          0              1              
3e-06          1e-06          1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.4e-05        0              1              
3e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
0.004124       0              4              
5.4e-05        0              1              
0.004243       0              8              
0.020191       0              6              
0.000663       1e-06          15             
0.024317       1e-06          8              
0.00797        0              1              
0.032002       0              2              
0.011996       0              1              
0.032026       0              3              
0.039993       0              2              
0.039949       0              1              
0.012002       0              3              
2e-06          0              1              
0.052043       0              3              
0.015968       0              2              
0.019959       0              1              
0.011954       0              1              
0.016019       0              2              
0.020046       0              3              
0.000775       0              2              
0.024013       0              2              
0.01604        0              4              
6.4e-05        0              2              
0.004056       0              3              
3e-06          0              1              
0.019984       0              2              
0.02795        1e-06          1              
0.027973       0              1              
6.6e-05        0              3              
0.008004       0              2              
0.01195        0              1              
0.00798        0              2              
0.024034       0              1              
0.032036       0              1              
0.02375        0              2              
0.019801       0              1              
0.023958       0              1              
0.039976       0              1              
0.027952       0              1              
3e-06          0              1              
2e-06          0              1              
0.006652       0              1              
0.023947       0              1              
0.015986       0              2              
0.023972       0              1              
0.016043       0              3              
0.019957       0              1              
0.008139       0              5              
0.00815        0              4              
0.015942       0              1              
0.016021       0              2              
0.016032       0              3              
0.015997       0              1              
2e-06          0              1              
0.004007       0              2              
6.2e-05        0              2              
0.015965       0              1              
0.016009       0              3              
0.019962       1e-06          1              
0.00403        0              3              
1.9e-05        0              1              
0.015945       0              1              
0.011969       0              1              
0.003967       0              1              
5.4e-05        0              2              
0.019952       0              1              
0.01198        0              2              
0.023977       0              1              
0.020067       0              4              
0.011962       0              1              
0.012018       0              2              
2e-06          0              1              
0.019943       0              1              
3e-06          0              1              
3e-06          0              1              
3e-06          0              1              
0.015966       0              1              
0.019955       0              1              
0.023961       0              1              
0.003956       0              1              
0.023974       0              1              
0.019972       1e-06          1              
0.011993       0              2              
0.003552       0              2              
0.023503       0              1              
0.023965       0              1              
0.015976       0              2              
4e-06          0              1              
0.028763       0              1              
0.019989       0              2              
0.019996       0              1              
0.005461       0              1              
0.011966       0              1              
3e-06          0              1              
3e-06          0              1              
3e-06          0              1              
1e-06          0              1              
0.015954       0              1              
0.011989       0              2              
2e-06          0              1              
0.015961       0              1              
0.003968       0              1              
0.001533       0              1              
0.023995       0              1              
0.00238        0              1              
0.024027       0              1              
0.008097       0              2              
0.044047       0              1              
0.011967       0              1              
0.019955       0              1              
0.039968       0              1              
2e-06          0              1              
0.019969       0              1              
0.008022       0              2              
0.011973       0              1              
1e-06          0              1              
1e-06          0              1              
0.015963       0              1              
0.004033       0              3              
0.01602        0              2              
0.019946       0              1              
0.003962       0              1              
0.007956       0              1              
0.007963       0              1              
0.011939       0              1              
0.032029       0              2              
0.023958       0              1              
0.023972       0              1              
2e-06          0              1              
0.023938       0              1              
0.020115       0              3              
6.2e-05        0              1              
0.020036       0              1              
0.020022       0              1              
0.008016       0              1              
0.015963       0              1              
3e-06          0              1              
2e-06          0              1              
0.023971       0              1              
0.007974       0              1              
0.007976       0              1              
0.031973       0              1              
0.023997       0              2              
0.015963       0              1              
2e-06          1e-06          1              
0.011995       0              1              
0.031969       0              1              
0.015959       0              1              
0.007966       0              1              
0.015966       0              1              
0.003968       0              1              
0.015953       0              1              
0.015948       0              1              
0.007953       0              1              
0.015959       0              1              
0.023967       0              1              
3e-06          0              1              
0.007953       0              1              
0.023961       0              1              
3e-06          0              1              
0.011993       0              1              
2e-06          0              1              
3e-06          0              1              
0.011961       0              1              
3e-06          0              1              
3e-06          0              1              
0.019961       0              1              
3e-06          0              1              
3e-06          0              1              
3e-06          0              1              
0.023964       0              1              
0.023971       0              1              
0.007972       1e-06          1              
