TaskQLat.      PRRQLat.       TaskQLen       
0.000346       -1.54409e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
8e-06          -1.54412e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
3e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.1e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
6e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.9e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
5.7e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
6.4e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
0.012112       -1.54412e+09   4              
3e-06          -1.54412e+09   1              
5.3e-05        -1.54412e+09   1              
0.008122       -1.54412e+09   4              
2e-06          -1.54412e+09   1              
0.004165       -1.54412e+09   9              
1e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
0.012328       -1.54412e+09   9              
0.02401        -1.54412e+09   2              
4e-05          -1.54412e+09   1              
0.015991       -1.54412e+09   1              
0.032047       -1.54412e+09   2              
0.016032       -1.54412e+09   2              
0.01607        -1.54412e+09   3              
0.000634       -1.54412e+09   15             
0.008198       -1.54412e+09   5              
0.00837        -1.54412e+09   9              
0.008235       -1.54412e+09   6              
0.004281       -1.54412e+09   7              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.008046       -1.54412e+09   1              
0.032002       -1.54412e+09   1              
8.4e-05        -1.54412e+09   2              
0.020059       -1.54412e+09   3              
0.000111       -1.54412e+09   3              
0.016136       -1.54412e+09   4              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.004096       -1.54412e+09   4              
0.012052       -1.54412e+09   1              
0.004089       -1.54412e+09   2              
0.004128       -1.54412e+09   3              
0.024054       -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.023999       -1.54412e+09   1              
0.016098       -1.54412e+09   2              
0.024042       -1.54412e+09   2              
0.027996       -1.54412e+09   1              
0.016082       -1.54412e+09   3              
0.012121       -1.54412e+09   4              
0.004019       -1.54412e+09   2              
0.008159       -1.54412e+09   5              
0.000195       -1.54412e+09   5              
0.007674       -1.54412e+09   1              
4.8e-05        -1.54412e+09   1              
0.019998       -1.54412e+09   1              
0.039992       -1.54412e+09   1              
0.013714       -1.54412e+09   2              
0.008064       -1.54412e+09   4              
