TaskQLat.      PRRQLat.       TaskQLen       
0.000338       -1.54409e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
1.3e-05        -1.54412e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
1.5e-05        -1.54412e+09   1              
1e-05          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.2e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.3e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4.7e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.2e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
5.1e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.1e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4.1e-05        -1.54412e+09   2              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
5.5e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3.7e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.000114       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
7.9e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
5.2e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.016121       -1.54412e+09   4              
3e-06          -1.54412e+09   1              
0.01616        -1.54412e+09   5              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.019998       -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.008094       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
0.012          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.009996       -1.54412e+09   1              
4.1e-05        -1.54412e+09   2              
0.020015       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
0.012034       -1.54412e+09   2              
3.8e-05        -1.54412e+09   1              
0.019995       -1.54412e+09   1              
9.2e-05        -1.54412e+09   2              
0.008093       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
4.2e-05        -1.54412e+09   2              
0.004075       -1.54412e+09   3              
0.016163       -1.54412e+09   1              
0.023997       -1.54412e+09   1              
0.011995       -1.54412e+09   1              
0.020022       -1.54412e+09   2              
0.003996       -1.54412e+09   1              
0.017001       -1.54412e+09   3              
0.00404        -1.54412e+09   2              
0.013585       -1.54412e+09   6              
0.003997       -1.54412e+09   1              
0.020046       -1.54412e+09   1              
0.012288       -1.54412e+09   7              
0.023379       -1.54412e+09   1              
0.008326       -1.54412e+09   8              
2e-06          -1.54412e+09   1              
0.019994       -1.54412e+09   1              
0.007108       -1.54412e+09   9              
0.004405       -1.54412e+09   10             
0.016036       -1.54412e+09   3              
0.012084       -1.54412e+09   4              
0.004437       -1.54412e+09   11             
2e-06          -1.54412e+09   1              
0.004468       -1.54412e+09   12             
0.000511       -1.54412e+09   12             
0.012089       -1.54412e+09   1              
0.020019       -1.54412e+09   2              
0.011997       -1.54412e+09   1              
0.020067       -1.54412e+09   3              
0.016181       -1.54412e+09   4              
