TaskQLat.      PRRQLat.       TaksQlen       
3e-06          1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
5e-06          2e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
1e-06          1e-06          1              
2e-06          0              1              
1.5e-05        0              1              
2e-06          0              1              
8e-06          0              1              
1.1e-05        0              1              
3e-06          0              1              
6e-05          0              1              
1.2e-05        0              1              
4e-06          0              1              
7e-06          0              1              
1.2e-05        0              1              
4e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          1e-06          1              
6.9e-05        1e-06          1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
4.8e-05        0              1              
6.9e-05        0              1              
5e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3.7e-05        0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          1e-06          1              
2e-06          0              1              
1e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
0.000102       0              1              
7.6e-05        0              2              
3e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
0.000213       0              1              
3e-06          0              1              
0.011412       0              6              
0.000207       0              4              
0.004294       0              9              
0.020108       0              3              
0.004301       0              10             
0.023718       0              6              
0.005612       0              3              
0.012194       0              6              
0.028049       0              2              
0.016113       0              4              
2e-06          0              1              
3e-06          0              1              
0.036          0              2              
0.016081       0              5              
0.004016       0              2              
0.008051       0              2              
0.008103       1e-06          3              
0.016008       0              2              
4.8e-05        0              2              
0.019995       0              2              
0.000103       0              4              
0.004079       0              4              
0.008096       0              4              
0.004074       0              2              
0.011977       0              2              
0.011969       0              1              
0.012009       0              2              
0.016003       0              2              
0.012017       1e-06          2              
0.02796        0              1              
0.024051       0              2              
0.020162       0              5              
3.2e-05        0              2              
0.003989       0              1              
0.027958       0              1              
0.019962       0              2              
0.027959       0              1              
0.015991       0              2              
0.003965       0              1              
0.011963       0              1              
0.035958       0              1              
0.027973       0              1              
0.023964       0              1              
0.035967       0              1              
0.019985       0              2              
0.01996        0              1              
0.032038       0              3              
0.012007       0              2              
0.004029       0              3              
0.0001         0              2              
0.016032       0              1              
0.00797        0              1              
0.02398        1e-06          1              
0.007998       1e-06          1              
0.003968       0              1              
0.003965       0              1              
0.003962       0              1              
3e-06          0              1              
1e-06          0              1              
0.011967       0              1              
0.011967       0              2              
3e-06          0              1              
2e-06          0              1              
0.011993       0              1              
0.004021       0              2              
0.016002       0              2              
0.027963       0              1              
0.023949       0              1              
0.015965       0              1              
0.027959       0              1              
8.9e-05        0              2              
0.012011       0              1              
0.01203        0              1              
0.004025       1e-06          1              
0.008119       0              2              
0.012028       0              1              
0.008035       0              1              
0.056031       0              1              
5.9e-05        0              1              
0.012089       0              2              
1.2e-05        0              1              
0.019964       0              1              
0.007963       0              1              
0.027969       0              1              
0.019971       0              1              
0.020892       0              1              
0.016746       0              1              
0.007956       0              1              
0.00398        0              2              
0.0009         0              1              
0.003694       0              1              
0.039969       0              1              
0.039978       0              2              
0.007973       0              1              
0.031952       0              1              
0.01596        0              1              
0.011971       0              1              
0.031969       0              1              
0.020033       0              3              
0.023968       0              1              
0.007955       0              1              
0.003984       0              2              
0.015957       0              1              
0.011988       0              2              
2e-06          0              1              
0.039967       0              1              
0.03197        0              2              
3e-06          0              1              
0.011964       0              1              
0.015965       0              1              
0.019961       0              1              
0.031977       0              1              
3e-06          0              1              
0.004017       0              2              
0.035968       0              1              
0.004068       0              3              
0.008029       0              1              
5.9e-05        0              1              
0.019995       0              2              
0.023978       0              1              
0.019957       0              1              
0.007963       0              1              
0.056012       1e-06          2              
4e-06          0              1              
0.035966       0              1              
0.007974       0              2              
0.023955       0              1              
4e-06          0              1              
4e-06          0              1              
0.016012       0              2              
0.039951       0              1              
0.032016       0              1              
0.025191       0              1              
0.039946       1e-06          1              
0.003978       0              2              
0.015937       0              1              
0.039774       0              1              
0.023956       0              1              
0.040016       0              2              
0.039992       0              1              
0.02795        0              1              
0.032021       0              1              
0.012022       0              1              
4e-06          0              1              
0.012          0              2              
0.032015       0              2              
0.015958       0              1              
0.023967       0              1              
0.016019       0              1              
9.1e-05        0              1              
9.2e-05        1e-06          1              
0.036024       1e-06          1              
2e-06          0              1              
0.015974       0              1              
0.001045       0              1              
0.007963       0              1              
4e-06          0              1              
0.039972       0              1              
0.019968       0              1              
0.031962       0              1              
0.019971       0              1              
0.00397        0              1              
6e-06          0              1              
3.1e-05        0              1              
3e-06          0              1              
0.023972       0              1              
4e-06          0              1              
0.007949       0              1              
0.023953       0              1              
0.02796        0              1              
0.031969       0              1              
0.028013       0              2              
0.00396        0              1              
0.015971       0              1              
0.007965       0              1              
2e-06          0              1              
0.023964       0              1              
0.028042       0              1              
0.016102       0              2              
0.012032       1e-06          1              
3e-06          0              1              
0.019968       0              1              
0.007976       0              2              
0.008088       0              4              
0.031957       0              1              
0.024018       0              1              
0.027958       0              1              
0.015933       0              1              
0.011967       0              1              
3e-06          0              1              
4e-06          0              1              
0.00796        0              1              
0.023961       0              1              
0.027954       0              1              
0.011964       0              1              
0.00797        0              1              
0.00397        0              1              
3e-06          0              1              
0.015961       0              1              
0.007949       0              1              
0.015979       0              1              
5e-06          0              1              
4e-06          0              1              
0.011953       0              1              
5e-06          0              1              
5e-06          0              1              
0.005721       0              1              
0.003957       0              1              
0.015955       0              1              
0.007944       0              1              
0.027963       0              1              
0.011956       0              1              
0.007958       0              1              
0.01596        0              1              
0.019963       0              1              
4e-06          0              1              
0.007964       0              1              
3e-06          0              1              
0.011937       0              1              
0.011963       0              1              
3e-06          0              1              
3e-06          0              1              
0.023963       0              1              
0.015955       0              1              
0.01195        0              1              
3e-06          0              1              
3e-06          0              1              
0.01596        0              1              
4e-06          0              1              
0.007944       0              1              
4e-06          1e-06          1              
3e-06          0              1              
0.00796        0              1              
0.023972       0              1              
0.004455       0              1              
5e-06          0              1              
4e-06          0              1              
0.019953       0              1              
0.003956       0              1              
3e-06          0              1              
4e-06          0              1              
5e-06          0              1              
4e-06          1e-06          1              
0.003966       0              1              
0.003954       0              1              
4e-06          0              1              
0.007966       0              1              
0.01597        0              1              
5e-06          0              1              
5.1e-05        0              1              
2e-06          0              1              
5e-06          0              1              
4e-06          0              1              
5e-06          0              1              
3e-06          0              1              
2e-06          0              1              
0.003902       0              1              
4e-06          0              1              
2e-06          0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
3e-06          0              1              
