TaskQLat.      PRRQLat.       TaksQlen       
5e-06          1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
3.3e-05        1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
2.5e-05        1e-06          1              
1.3e-05        0              1              
7.3e-05        0              1              
4e-06          0              1              
1.3e-05        0              1              
1.4e-05        0              1              
6e-06          0              1              
5.9e-05        0              1              
1.1e-05        0              1              
7e-06          0              1              
1e-05          0              1              
1.3e-05        0              1              
5.3e-05        0              1              
2e-06          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.2e-05        0              1              
2e-06          0              1              
4e-06          0              1              
3e-06          0              1              
3e-06          0              1              
8.1e-05        0              3              
0.007036       0              6              
0.00405        0              3              
0.044106       0              2              
0.059981       0              2              
0.052009       0              3              
0.011954       0              1              
0.007974       0              2              
0.051994       0              2              
0.04407        0              4              
0.035964       1e-06          1              
0.031974       0              1              
0.036299       0              7              
0.000191       0              4              
0.043943       0              1              
0.000295       0              1              
0.015993       0              1              
0.004202       0              6              
0.000222       0              4              
0.023138       0              2              
0.035956       1e-06          1              
0.036044       1e-06          1              
0.020154       0              3              
0.020037       0              3              
0.016105       0              5              
0.036087       0              3              
0.027964       0              1              
0.00398        0              2              
0.019974       0              1              
4e-06          0              1              
4.2e-05        0              1              
0.019973       0              1              
0.027979       0              1              
0.019965       0              1              
0.01597        0              1              
0.052058       0              1              
0.035965       0              1              
0.027982       0              2              
0.035971       0              1              
0.039967       0              1              
0.043958       0              1              
0.027961       0              1              
0.01598        0              2              
0.047958       0              1              
0.011961       0              1              
0.003992       0              2              
0.024064       0              2              
0.036022       0              1              
0.000136       0              3              
0.016027       0              1              
0.03997        0              1              
0.023987       0              2              
0.007964       0              1              
0.027973       0              1              
0.01998        0              2              
0.031968       0              1              
0.01996        0              1              
4e-06          0              1              
9e-05          0              1              
0.024026       0              1              
0.000109       0              2              
0.028011       0              1              
0.024012       0              1              
0.012063       0              2              
0.01205        0              1              
0.009855       0              2              
0.004018       0              2              
0.011967       0              1              
0.00798        0              2              
0.023975       0              1              
0.019989       0              2              
0.003964       0              1              
2e-06          0              1              
0.015965       1e-06          1              
0.032047       0              2              
0.032023       0              1              
0.008078       0              2              
0.036028       0              1              
0.008012       0              1              
0.008125       0              3              
0.031971       0              1              
0.019991       0              2              
0.019963       0              1              
0.007969       0              1              
0.023976       0              1              
0.015964       0              1              
0.00398        0              2              
0.019976       0              1              
0.019983       0              2              
0.015986       0              3              
2e-06          0              1              
0.01199        0              1              
0.016015       0              2              
0.019953       0              1              
0.011848       0              2              
0.004066       0              2              
0.016109       0              3              
4.2e-05        0              1              
0.012023       0              1              
0.05204        0              1              
0.031999       0              1              
0.011991       0              2              
0.004734       0              1              
0.031964       0              1              
0.011981       0              2              
0.022466       0              1              
4e-06          0              1              
0.031976       0              1              
0.008022       0              2              
0.003957       1e-06          1              
0.012007       0              2              
0.020028       0              1              
0.00801        0              1              
0.024087       0              2              
0.008109       0              3              
0.024735       0              1              
0.008746       0              2              
0.019953       0              1              
0.011969       0              1              
0.015956       0              1              
0.007976       0              2              
0.012317       1e-06          1              
0.015959       0              1              
0.003988       0              2              
0.005267       0              2              
0.00401        0              2              
0.019971       0              1              
0.004058       0              2              
0.011964       1e-06          1              
0.027981       0              1              
0.003966       0              1              
0.003946       0              1              
0.011969       0              1              
0.003948       0              1              
0.003618       0              3              
0.027574       0              1              
0.015605       0              2              
0.008152       1e-06          3              
0.016073       0              2              
0.027982       0              1              
0.019947       0              1              
0.008001       0              2              
0.019954       0              1              
0.011955       0              1              
0.01593        0              1              
6e-06          0              1              
6e-06          0              1              
2e-06          0              1              
0.011981       0              1              
0.019986       0              1              
0.031771       0              1              
0.035952       0              1              
0.023944       0              1              
0.027966       0              1              
0.027962       0              1              
0.000103       0              1              
0.043968       0              1              
0.031976       0              2              
0.043956       0              1              
0.003967       0              1              
0.008019       0              2              
0.019952       0              1              
0.015994       0              2              
0.009304       0              2              
0.000741       0              2              
0.028751       0              1              
8e-05          0              1              
0.028041       0              1              
0.020125       0              2              
0.015955       0              1              
0.015961       0              1              
0.007955       1e-06          1              
0.011949       0              1              
0.015968       0              1              
0.020015       0              1              
0.024016       1e-06          1              
0.007954       0              1              
0.011969       0              1              
0.011957       0              1              
0.011974       0              2              
0.015972       0              1              
0.020039       0              1              
0.015937       1e-06          1              
0.016007       1e-06          2              
0.011958       1e-06          1              
0.004028       0              1              
0.016026       0              1              
0.011965       0              1              
3e-06          0              1              
3e-06          0              1              
0.024042       0              1              
0.016008       0              2              
0.024025       0              2              
0.011963       0              1              
