TotQLat.       ScalerLat      getDevLat      getPrgLat      Req.Type       
0.000296       0.000246       4e-05          0              0              
1.3e-05        0              0              8e-06          1              
4.7e-05        0              3.6e-05        0              0              
7e-06          0              0              5e-06          1              
4.4e-05        0              3.8e-05        0              0              
9e-06          0              0              7e-06          1              
3.9e-05        1e-06          3.1e-05        0              0              
4e-06          0              0              2e-06          1              
2.8e-05        0              2.5e-05        0              0              
5.6e-05        5.3e-05        0              1e-06          1              
7.4e-05        4.6e-05        2.6e-05        0              0              
3e-06          0              0              2e-06          1              
3.1e-05        0              2.9e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          1e-06          0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
5.1e-05        4.9e-05        0              1e-06          1              
7.6e-05        4.9e-05        2.6e-05        0              0              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
5e-05          4.7e-05        0              1e-06          1              
0.000101       7e-05          2.8e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
2e-06          0              0              1e-06          1              
2.9e-05        0              2.6e-05        0              0              
2e-06          0              0              0              1              
2.8e-05        0              2.5e-05        0              0              
5.3e-05        5.1e-05        0              1e-06          1              
7.2e-05        4.5e-05        2.4e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
4e-06          0              0              1e-06          1              
2.8e-05        1e-06          2.5e-05        0              0              
8.1e-05        5.4e-05        2.4e-05        0              0              
4e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2.5e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.5e-05        0              2.3e-05        0              0              
9.7e-05        5.1e-05        4.4e-05        0              0              
2.9e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
0.007996       0              0.007995       0              0              
3.2e-05        0              3e-05          0              0              
8.1e-05        5.3e-05        2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.5e-05        0              2.3e-05        0              0              
7.9e-05        5.3e-05        2.5e-05        0              0              
2.9e-05        0              2.6e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.5e-05        0              2.4e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.6e-05        0              0              
0.007984       5.1e-05        0.007932       0              0              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
7.5e-05        5e-05          2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
0.008018       0              0.008016       0              0              
7.6e-05        5.1e-05        2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
7.3e-05        7.1e-05        0              1e-06          1              
7.3e-05        4.7e-05        2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        1e-06          2.4e-05        0              0              
7.1e-05        4.6e-05        2.3e-05        0              0              
0.004019       0              0.004016       0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.6e-05        0              2.5e-05        0              0              
7.3e-05        4.7e-05        2.3e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.5e-05        0              2.4e-05        0              0              
0.000163       0.000136       2.5e-05        0              0              
2.7e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
3.2e-05        0              2.7e-05        0              0              
5.6e-05        5.2e-05        0              1e-06          1              
7.3e-05        4.6e-05        2.6e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        1e-06          2.4e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
7.1e-05        4.6e-05        2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
