TaskQLat.      PRRQLat.       TaskQLen       
0.000443       -1.54409e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
1.3e-05        -1.54412e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
9e-06          -1.54412e+09   1              
1e-05          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.2e-05        -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
1e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.3e-05        -1.54412e+09   1              
4e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
9e-05          -1.54412e+09   2              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.3e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
7.7e-05        -1.54412e+09   1              
8.9e-05        -1.54412e+09   3              
6e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
5.5e-05        -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
2e-06          -1.54412e+09   1              
4.4e-05        -1.54412e+09   2              
3e-06          -1.54412e+09   1              
3e-06          -1.54412e+09   1              
0.016034       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
0.024111       -1.54412e+09   5              
0.030243       -1.54412e+09   6              
4e-06          -1.54412e+09   1              
5.8e-05        -1.54412e+09   2              
0.016672       -1.54412e+09   17             
0.000145       -1.54412e+09   2              
2e-06          -1.54412e+09   1              
0.009896       -1.54412e+09   25             
2e-06          -1.54412e+09   1              
7.8e-05        -1.54412e+09   2              
3e-06          -1.54412e+09   1              
0.02403        -1.54412e+09   2              
0.009105       -1.54412e+09   26             
2e-06          -1.54412e+09   1              
0.031998       -1.54412e+09   1              
2e-06          -1.54412e+09   1              
0.015989       -1.54412e+09   1              
0.044063       -1.54412e+09   3              
0.016126       -1.54412e+09   3              
0.016165       -1.54412e+09   4              
0.040105       -1.54412e+09   4              
0.016203       -1.54412e+09   5              
0.010272       -1.54412e+09   6              
0.024144       -1.54412e+09   5              
0.008295       -1.54412e+09   7              
3e-06          -1.54412e+09   1              
0.020655       -1.54412e+09   6              
0.008329       -1.54412e+09   8              
0.008364       -1.54412e+09   9              
0.004428       -1.54412e+09   11             
0.016225       -1.54412e+09   6              
0.004465       -1.54412e+09   12             
0.016304       -1.54412e+09   7              
0.000504       -1.54412e+09   12             
0.012          -1.54412e+09   1              
5.9e-05        -1.54412e+09   1              
0.012046       -1.54412e+09   2              
0.000121       -1.54412e+09   2              
0.00016        -1.54412e+09   3              
0.008088       -1.54412e+09   3              
0.000198       -1.54412e+09   4              
0.004122       -1.54412e+09   4              
0.000232       -1.54412e+09   5              
0.000163       -1.54412e+09   4              
4e-06          -1.54412e+09   1              
0.02004        -1.54412e+09   2              
4.3e-05        -1.54412e+09   2              
8.1e-05        -1.54412e+09   2              
0.00012        -1.54412e+09   3              
0.036016       -1.54412e+09   2              
0.000158       -1.54412e+09   4              
5.3e-05        -1.54412e+09   1              
0.032068       -1.54412e+09   4              
3e-06          -1.54412e+09   1              
0.031997       -1.54412e+09   1              
0.02415        -1.54412e+09   6              
0.032043       -1.54412e+09   2              
0.032081       -1.54412e+09   3              
0.032121       -1.54412e+09   4              
0.012267       -1.54412e+09   7              
0.030341       -1.54412e+09   5              
0.028246       -1.54412e+09   7              
2e-06          -1.54412e+09   1              
