Avg.WorkLoad   NumPRRs        Avg.WorkLoad   NumPRRs        Avg.WorkLoad   NumPRRs        
-nan           1              -nan           1              -nan           1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0.000584132    1              0              1              0              1              
0.000584132    1              0              1              0              1              
0.000584132    1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0.00101488     1              0              1              0              1              
0.00101488     1              0              1              0              1              
0.00101488     1              0              1              0              1              
0.00101488     1              0              1              0              1              
0.00101488     1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0.00105302     1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0              1              0              1              
0              1              0.0704798      1              0              1              
0              1              0.20622        1              0              1              
0              1              0.329952       1              0.103616       1              
0              1              0.467432       1              0              1              
0              1              0.591164       1              0.123242       1              
0              1              0.723145       1              0.172539       1              
0              1              0.833129       1              0.419023       1              
0              1              0.956861       1              0.542265       1              
0              1              1.07234        1              0.739452       1              
0              1              1.20982        1              0.739452       1              
0              1              1.33356        1              0.862694       1              
0              1              1.47104        1              0.862694       1              
0              1              1.59477        1              0.862694       1              
0              1              1.73225        1              0.862694       1              
0              1              1.85873        1              0.961288       1              
0              1              1.99071        1              1.01058        1              
0              1              2.11719        1              1.10918        1              
0              1              2.73737        1              1.18312        1              
0              1              23.7102        1              1.55285        1              
0              1              24.0742        1              2.46484        1              
0              1              24.0742        1              3.69726        1              
0              1              24.0742        1              4.92968        1              
0              1              24.0742        1              6.1621         1              
0              1              49.2846        1              7.39452        1              
0              1              49.2846        1              8.62694        1              
0              1              35.9147        1              9.85936        1              
0              1              35.9147        1              11.0918        1              
0              1              35.9147        1              12.3242        1              
0              1              46.5599        1              53.2435        1              
0              1              46.5599        1              53.2435        1              
0              1              43.0571        1              173.811        1              
0              1              43.0571        1              173.811        1              
0              1              44.2416        1              241.933        1              
0              1              44.2416        1              241.933        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              40.3819        1              158.796        1              
0              1              33.3755        1              176.711        1              
0              1              33.3755        1              176.711        1              
0              1              33.3755        1              176.711        1              
0              1              33.3755        1              176.711        1              
0              1              31.4049        1              167.056        1              
0              1              18.2814        1              141.474        1              
0              1              18.2814        1              141.474        1              
0              1              24.5869        1              167.364        1              
