getDevice      getProgram     runProgram     
1.12804        0.896025       0.759963       
1.64003        0.380039       0.756107       
1.61617        0.372131       0.756195       
1.6121         0.376183       0.756283       
1.07203        0.980022       0.752585       
1.61208        0.372          0.752677       
1.48808        0.535938       0.749126       
1.63208        0.35599        0.749239       
1.15204        0.91226        0.749195       
1.22803        0.820105       0.745554       
1.06402        0.988016       0.737879       
1.61604        0.395982       0.738028       
1.30007        0.784034       0.730164       
1.14803        0.936033       0.72637        
2.16001        0.18113        0.404418       
2.26403        0.165241       0.404512       
2.22004        0.147977       0.40198        
2.2961         0.155916       0.398176       
2.44808        0.155982       0.394351       
2.46804        0.156446       0.394138       
2.26003        0.324027       0.274777       
2.26003        0.320094       0.274913       
2.24808        0.143943       0.383222       
2.28026        0.147766       0.383432       
2.46003        0.144311       0.379338       
2.34806        0.332006       0.271809       
2.28403        0.148027       0.379511       
2.35203        0.155988       0.380061       
2.49208        0.151954       0.390019       
2.49604        0.15598        0.39356        
2.33207        0.147989       0.396588       
2.25203        0.175994       0.388797       
2.34803        0.336041       0.289426       
2.31209        0.147928       0.381673       
2.528          0.152027       0.381821       
2.28808        0.15598        0.378003       
2.32003        0.172054       0.377494       
2.32009        0.151935       0.369733       
2.33208        0.139987       0.369863       
2.3201         0.155973       0.358039       
2.32408        0.148049       0.358153       
2.31604        0.152144       0.358275       
2.29608        0.155992       0.463596       
2.36407        0.30399        0.486382       
2.31607        0.30396        0.57887        
1.93607        0.25201        0.659574       
1.90408        0.263984       0.663682       
2.36612        0.459467       0.412993       
1.90407        0.276049       0.663579       
1.88009        0.279963       0.668023       
2.02808        0.112033       0.776216       
