TotQLat.       ScalerLat      getDevLat      getPrgLat      Req.Type       
0.000377       0.000326       4.2e-05        0              0              
1.3e-05        0              0              7e-06          1              
4.4e-05        0              3.7e-05        0              0              
7e-06          0              0              5e-06          1              
4.3e-05        0              3.5e-05        0              0              
9e-06          0              0              7e-06          1              
3.5e-05        0              2.8e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          0              0              1e-06          1              
3e-05          0              2.8e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              2e-06          1              
2.7e-05        0              2.5e-05        0              0              
5.7e-05        5.4e-05        0              1e-06          1              
7.6e-05        4.8e-05        2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          1e-06          0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
4.5e-05        1e-06          4e-05          0              0              
4e-06          0              0              1e-06          1              
3.1e-05        0              2.8e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
2e-06          0              0              0              1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
6.6e-05        6.4e-05        0              1e-06          1              
7.8e-05        5e-05          2.5e-05        0              0              
3e-06          1e-06          0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
4e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        1e-06          2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
5.1e-05        4.7e-05        0              1e-06          1              
7.6e-05        4.8e-05        2.4e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
4e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              0              1              
2.7e-05        0              2.5e-05        0              0              
4e-06          0              0              0              1              
2.9e-05        0              2.6e-05        0              0              
3e-06          0              0              0              1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
0.000125       9.7e-05        2.5e-05        0              0              
3e-06          0              0              1e-06          1              
3e-06          0              0              1e-06          1              
2.8e-05        1e-06          2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        1e-06          2.5e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        1e-06          2.6e-05        0              0              
2e-06          0              0              0              1              
2.8e-05        0              2.5e-05        0              0              
2e-06          0              0              0              1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        1e-06          2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.6e-05        0              2.5e-05        0              0              
5e-05          4.6e-05        0              1e-06          1              
7.6e-05        4.9e-05        2.4e-05        0              0              
3e-06          1e-06          0              1e-06          1              
2.7e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
3.1e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
3e-06          0              0              0              1              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2.9e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
5.8e-05        5.5e-05        0              1e-06          1              
7.3e-05        4.7e-05        2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
2.9e-05        0              2.5e-05        0              0              
2e-06          0              0              1e-06          1              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
5e-06          0              0              1e-06          1              
2.7e-05        0              2.4e-05        0              0              
4e-06          0              0              1e-06          1              
3e-06          0              0              1e-06          1              
3e-05          0              2.8e-05        0              0              
3e-06          0              0              1e-06          1              
2e-06          0              0              0              1              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
