TaskQLat.      PRRQLat.       TaskQLen       
0.000336       -1.54395e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
6e-06          -1.54398e+09   1              
TaskQLat.      PRRQLat.       TaskQLen       
3e-06          -1.54398e+09   1              
4e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
4.6e-05        -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
5e-05          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
9.4e-05        -1.54398e+09   1              
7e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
4e-06          -1.54398e+09   1              
4.9e-05        -1.54398e+09   1              
4e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
4.6e-05        -1.54398e+09   1              
3e-06          -1.54398e+09   1              
2e-06          -1.54398e+09   1              
3e-06          -1.54398e+09   1              
2.5e-05        -1.54398e+09   1              
2e-06          -1.54398e+09   1              
5.8e-05        -1.54398e+09   1              
5.8e-05        -1.54398e+09   1              
3e-06          -1.54398e+09   1              
0.032256       -1.54398e+09   7              
0.000865       -1.54398e+09   19             
3e-06          -1.54398e+09   1              
0.016908       -1.54398e+09   20             
9e-06          -1.54398e+09   1              
0.014084       -1.54398e+09   1              
0.009172       -1.54398e+09   26             
0.012093       -1.54398e+09   3              
0.012578       -1.54398e+09   13             
0.012126       -1.54398e+09   4              
0.008228       -1.54398e+09   6              
0.000126       -1.54398e+09   3              
0.008165       -1.54398e+09   5              
0.008248       -1.54398e+09   6              
0.024084       -1.54398e+09   3              
2e-06          -1.54398e+09   1              
0.011997       -1.54398e+09   1              
2e-06          -1.54398e+09   1              
0.008053       -1.54398e+09   3              
3e-06          -1.54398e+09   1              
0.00632        -1.54398e+09   1              
2e-06          -1.54398e+09   1              
5.2e-05        -1.54398e+09   1              
0.012055       -1.54398e+09   1              
8.5e-05        -1.54398e+09   2              
0.000121       -1.54398e+09   3              
0.00012        -1.54398e+09   3              
0.008094       -1.54398e+09   2              
0.006288       -1.54398e+09   1              
0.00633        -1.54398e+09   2              
0.011992       -1.54398e+09   1              
0.002475       -1.54398e+09   4              
2e-06          -1.54398e+09   1              
0.023992       -1.54398e+09   1              
5e-06          -1.54398e+09   1              
0.016091       -1.54398e+09   2              
4.4e-05        -1.54398e+09   2              
7.9e-05        -1.54398e+09   3              
0.016127       -1.54398e+09   3              
0.000162       -1.54398e+09   3              
0.004036       -1.54398e+09   2              
0.011993       -1.54398e+09   1              
2e-06          -1.54398e+09   1              
0.011994       -1.54398e+09   1              
0.023998       -1.54398e+09   1              
0.012035       -1.54398e+09   2              
0.008079       -1.54398e+09   3              
0.004165       -1.54398e+09   4              
0.02009        -1.54398e+09   2              
0.004201       -1.54398e+09   5              
0.007996       -1.54398e+09   1              
0.004208       -1.54398e+09   6              
0.000278       -1.54398e+09   7              
0.007994       -1.54398e+09   1              
0.000312       -1.54398e+09   7              
0.000393       -1.54398e+09   8              
0.016014       -1.54398e+09   2              
0.000425       -1.54398e+09   9              
0.016052       -1.54398e+09   3              
2e-06          -1.54398e+09   1              
0.036035       -1.54398e+09   2              
0.040613       -1.54398e+09   1              
0.01214        -1.54398e+09   4              
0.04006        -1.54398e+09   3              
0.032147       -1.54398e+09   4              
0.032183       -1.54398e+09   5              
0.019997       -1.54398e+09   1              
0.032219       -1.54398e+09   6              
0.040039       -1.54398e+09   2              
0.029838       -1.54398e+09   8              
0.028871       -1.54398e+09   9              
8.7e-05        -1.54398e+09   3              
0.028427       -1.54398e+09   10             
0.004101       -1.54398e+09   4              
0.004016       -1.54398e+09   2              
0.028462       -1.54398e+09   11             
0.024503       -1.54398e+09   12             
0.000106       -1.54398e+09   2              
0.024538       -1.54398e+09   13             
0.02462        -1.54398e+09   14             
0.02004        -1.54398e+09   3              
0.024655       -1.54398e+09   15             
0.024038       -1.54398e+09   4              
0.020698       -1.54398e+09   16             
0.016735       -1.54398e+09   17             
0.020043       -1.54398e+09   2              
0.011994       -1.54398e+09   1              
0.01677        -1.54398e+09   18             
