TaskQLat.      PRRQLat.       TaksQlen       
5e-06          1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
1.1e-05        1e-06          1              
TaskQLat.      PRRQLat.       TaksQlen       
2e-06          2e-06          1              
2e-06          0              1              
6.8e-05        0              1              
3e-06          1e-06          1              
1.3e-05        0              1              
1.2e-05        0              1              
5e-06          0              1              
5.7e-05        0              1              
1.1e-05        0              1              
7e-06          0              1              
9e-06          0              1              
1.4e-05        0              1              
5.3e-05        0              1              
3e-06          0              1              
3e-06          0              1              
3e-06          0              1              
2e-06          1e-06          1              
5.1e-05        1e-06          1              
2e-06          0              1              
3e-06          1e-06          1              
2e-06          0              1              
2e-06          0              1              
4.9e-05        0              1              
5e-05          0              1              
3e-06          0              1              
2e-06          0              1              
2e-06          0              1              
5.3e-05        0              1              
0.01406        0              2              
0.000252       0              7              
0.006379       0              3              
0.040602       0              2              
0.000231       0              6              
0.020174       0              5              
0.011961       0              2              
2e-06          0              1              
0.006416       0              1              
0.008123       0              4              
0.02796        0              1              
0.023958       0              1              
0.008131       0              5              
0.032028       0              3              
0.007953       0              1              
0.027972       0              1              
0.023984       0              2              
8.6e-05        1e-06          1              
0.012093       0              3              
0.048008       0              2              
0.001068       0              4              
0.012027       0              1              
0.031997       0              1              
0.023965       0              1              
0.012023       1e-06          2              
0.004022       0              3              
0.020011       0              2              
0.020093       0              4              
0.020104       0              3              
0.012169       0              5              
0.025373       0              1              
0.035985       0              2              
0.035974       0              1              
5.6e-05        0              2              
0.024149       0              4              
0.016132       0              5              
2e-06          0              1              
0.020019       0              2              
0.031959       0              1              
0.004021       0              1              
0.036059       0              2              
0.02802        0              1              
0.016088       0              2              
0.008087       0              2              
0.023951       0              1              
0.007976       0              2              
0.015969       0              1              
0.019966       0              1              
0.011966       0              1              
0.019979       0              1              
0.0121         0              3              
0.024039       0              1              
0.016099       0              2              
0.020022       0              1              
0.011967       0              1              
0.007979       0              2              
0.023962       0              1              
0.015977       1e-06          2              
0.003991       0              1              
0.035974       0              1              
0.023973       0              2              
0.00089        0              1              
0.004012       0              2              
0.00397        1e-06          1              
0.035967       0              1              
0.003972       1e-06          1              
0.00397        0              1              
0.035969       0              1              
0.015955       0              1              
2e-06          0              1              
0.003955       0              1              
0.004031       0              1              
2e-06          1e-06          1              
0.019968       0              1              
0.011998       0              1              
0.003982       0              2              
0.023954       0              1              
0.019967       0              1              
0.027964       0              1              
0.011997       0              2              
3e-06          0              1              
0.015965       0              1              
3e-06          0              1              
0.011976       0              1              
0.003989       0              2              
0.003762       1e-06          1              
0.00398        0              1              
0.02796        0              1              
0.003979       0              1              
0.011959       0              1              
0.007978       0              2              
2e-06          0              1              
0.007964       0              1              
2e-06          0              1              
0.007972       0              1              
0.01997        0              1              
0.019958       0              1              
0.011987       0              2              
0.027966       0              1              
0.011986       0              2              
0.019986       0              2              
0.019975       0              1              
0.015946       0              1              
0.007971       0              1              
0.007972       0              2              
0.027962       0              1              
2e-06          0              1              
0.015966       0              1              
3e-06          0              1              
3e-06          0              1              
0.023963       0              1              
0.003996       0              3              
0.007973       0              2              
3e-06          1e-06          1              
0.007977       0              1              
0.015969       1e-06          1              
0.003992       0              2              
0.00397        0              1              
0.00398        0              2              
0.003976       0              1              
0.041556       0              1              
0.015592       0              1              
0.007989       0              2              
3e-06          1e-06          1              
0.011955       0              1              
0.003945       0              1              
0.027973       0              1              
0.01595        0              1              
0.023978       0              1              
0.039986       0              1              
4e-06          0              1              
0.019964       0              1              
0.019745       0              2              
3e-06          0              1              
0.027968       0              2              
0.031956       0              1              
0.00011        0              2              
0.012028       0              1              
5.7e-05        0              1              
0.024012       0              1              
0.01608        0              2              
0.047175       0              1              
7.2e-05        1e-06          1              
6.4e-05        0              1              
0.003953       0              1              
0.019955       0              1              
0.007973       0              2              
0.023998       0              1              
0.007963       0              1              
0.027955       0              1              
0.015954       0              1              
0.007957       0              1              
0.035965       0              1              
0.035982       0              1              
0.032018       0              1              
0.003956       0              1              
0.019952       0              1              
3e-06          0              1              
0.007994       0              1              
2e-06          0              1              
0.02008        0              2              
0.032012       0              1              
0.004013       1e-06          1              
0.01203        0              1              
0.02405        0              1              
0.019963       0              1              
0.015995       0              2              
0.015974       0              1              
4e-06          0              1              
0.019967       0              1              
0.019948       0              1              
3e-06          0              1              
2e-06          0              1              
0.031955       0              1              
0.019983       0              2              
0.023963       0              1              
0.00399        0              1              
0.023976       0              1              
0.019958       0              1              
0.004013       0              1              
2e-06          0              1              
3e-06          0              1              
0.011958       0              1              
4e-05          0              2              
0.016016       0              2              
0.003959       0              1              
8.7e-05        0              1              
